,Player,Team,FG%,3PM,3P%,FTM,FT%,STL,PF,TD3,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,TO Ratio,USG%,PACE,PIE,POSS,DEF RTG,%DREB,STL%,%BLK,OPPPTSOFFTOV,OPPPTSPAINT,DEFWS,%FGA2PT,%PTS2PT MR,%PTSFBPs,%PTSFT,%PTSOffTO,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,C&SFGM,C&SFG%,C&S3P%,DFGA,DFG%,ContestedDREB%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance,DriveFGM,DriveFG%,DriveFTM,DriveFT%,DrivePTS%,DrivePASS,DrivePASS%,DriveAST,DriveAST%,DriveTOV%,DrivePF%,ContestedOREB%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance,PaintTouches,PaintTouch FGM,PaintTouch FTM,PaintTouch FT%,PaintTouch PTS%,PaintTouch PASS%,PaintTouch AST,PaintTouch AST%,PaintTouch TOV%,PaintTouch PF%,PassesMade,SecondaryAST,ASTToPass%,Pull UpFGM,Pull Up3PM,Pull Up3P%,AvgSpeedOff,AvgSpeedDef,Front CTTouches,AvgDribPerTouch,PTSPerTouch,PTSPerElbow Touch,PTSPerPost Touch,PostTouchFGM,PostTouchFTM,PostTouchFT%,PostTouchPASS%,PostTouchAST,PostTouchAST%,PostTouchTO,PostTouchTOV%,PostTouchPF%
70,Chris Paul,PHX,49.9,1.5,39.5,2.4,93.4,1.4,2.4,1,6.5,40.5,3.99,35.9,1.2,13.1,9.0,22.1,98.92,15.0,4539.0,108.8,18.6,29.7,9.0,9.3,30.3,0.11,70.6,34.3,9.4,14.7,12.9,41.2,58.8,15.9,84.1,0.5,49.3,47.0,2.0,79.7,12.5,0.7,69.8,8.3,2.6,54.9,0.4,93.3,48.3,6.1,51.0,1.7,14.0,4.2,1.8,40.0,0.0,51.0,14.8,0.3,0.0,0.0,100.0,33.3,58.3,0.0,12.5,0.0,4.2,58.6,1.0,15.2,4.6,1.0,37.2,4.19,3.27,25.5,4.84,0.212,0.556,0.682,0.1,0.0,100.0,36.4,0.0,9.1,0.0,0.0,4.5
71,Bogdan Bogdanovic,ATL,47.3,3.3,43.8,0.9,90.9,1.1,2.3,0,3.9,16.9,2.72,18.7,1.6,10.4,6.9,21.0,99.59,11.0,2710.0,111.0,14.6,26.8,11.8,10.1,30.3,0.084,41.1,9.7,9.9,5.6,16.1,83.6,16.4,63.7,36.3,2.8,46.4,45.3,2.5,68.2,11.4,0.7,65.4,7.1,1.3,46.6,0.4,88.9,41.5,3.5,49.7,0.9,12.7,5.6,2.9,55.0,0.0,38.5,10.6,1.0,0.3,0.0,100.0,69.8,30.2,0.1,7.0,9.3,2.3,31.0,0.5,10.8,1.7,0.7,39.2,4.66,3.86,30.1,2.11,0.348,0.788,0.0,0.0,0.0,0.0,40.0,0.0,10.0,0.0,10.0,0.0
72,Mike Conley,UTA,44.4,2.7,41.2,2.4,85.2,1.4,1.9,0,16.7,30.3,3.08,27.5,2.4,8.2,8.9,22.4,101.52,13.1,3176.0,99.5,11.6,34.7,5.2,9.1,26.9,0.184,47.7,5.3,8.2,14.6,12.7,59.4,40.6,41.9,58.1,1.0,40.8,40.6,1.8,63.3,10.6,0.5,68.8,10.0,2.1,47.1,1.4,84.1,44.7,6.2,49.5,1.8,14.1,5.8,6.4,36.1,0.0,54.5,13.3,0.5,0.1,0.0,100.0,46.2,34.6,0.0,0.0,3.8,0.0,50.6,0.8,11.8,2.6,1.7,41.5,4.69,3.81,30.9,4.2,0.237,0.947,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
73,Harrison Barnes,SAC,49.7,1.7,39.1,3.4,83.0,0.7,1.3,0,-1.8,12.8,2.16,19.4,3.1,15.2,9.0,16.9,101.16,10.7,4440.0,116.2,22.6,13.5,5.3,12.1,39.9,0.047,60.1,1.7,10.1,20.9,15.1,88.0,12.0,67.7,32.3,1.3,42.2,42.1,3.2,64.7,29.9,0.7,71.8,5.4,1.7,54.4,1.0,81.1,59.1,3.2,41.1,1.0,12.6,6.5,8.3,60.9,0.1,39.0,7.8,2.8,0.9,0.5,85.3,86.6,29.3,0.2,6.7,5.5,8.5,40.0,0.5,8.7,0.6,0.5,35.1,4.8,3.91,31.0,1.17,0.289,0.551,0.469,0.4,0.4,86.7,45.6,0.2,8.8,0.1,5.4,10.2
74,OG Anunoby,TOR,48.0,2.4,39.8,1.9,78.4,1.5,2.7,0,3.3,9.8,1.25,12.8,3.7,12.5,10.2,19.3,99.9,9.9,2992.0,109.1,18.8,26.9,18.6,10.3,29.1,0.112,49.7,3.5,14.8,11.8,18.6,97.1,2.9,70.3,29.7,2.3,42.3,42.4,2.5,58.9,30.6,0.4,63.8,6.2,1.2,51.5,0.6,83.3,58.0,2.0,38.4,0.6,11.0,8.2,6.8,61.1,0.1,36.0,8.3,2.7,0.9,0.3,77.8,78.0,37.3,0.2,6.8,4.2,6.8,29.6,0.3,7.4,0.4,0.1,20.0,4.3,3.93,28.4,1.35,0.352,0.298,0.408,0.2,0.2,75.0,36.6,0.2,12.7,0.1,8.5,8.5
75,LaMelo Ball,CHA,43.6,1.8,35.2,2.5,75.8,1.6,2.7,1,-3.1,32.2,2.16,26.1,4.1,16.1,12.1,24.7,103.35,12.1,3169.0,111.8,23.8,30.9,12.2,11.4,30.2,0.077,61.2,5.7,10.6,15.5,16.1,72.8,27.2,42.3,57.7,1.2,39.6,39.3,2.1,81.9,14.6,0.4,74.0,7.5,2.5,48.3,1.2,73.8,49.6,5.2,40.9,1.4,10.9,7.3,6.4,55.6,0.1,40.1,8.9,1.6,0.3,0.1,100.0,48.8,47.5,0.1,5.0,7.5,1.3,54.5,0.7,11.3,1.6,0.7,32.1,5.04,4.06,30.1,3.64,0.211,0.423,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
76,Dejounte Murray,SAS,45.3,0.9,31.7,1.6,79.1,1.5,2.0,4,2.3,24.6,3.1,24.0,2.6,19.0,7.7,23.1,100.02,12.4,4452.0,109.5,26.9,30.8,3.2,8.9,32.8,0.104,79.6,26.1,15.6,10.1,14.9,85.7,14.3,35.8,64.2,0.9,32.0,31.4,3.8,69.7,19.0,0.9,73.1,5.4,2.5,45.5,0.4,68.2,46.2,5.1,43.5,1.3,11.3,5.3,2.9,48.3,0.1,38.7,10.1,1.0,0.3,0.0,75.0,64.6,36.9,0.1,7.7,3.1,3.1,50.2,0.6,10.8,3.0,0.1,33.3,4.7,4.05,24.0,4.36,0.227,0.75,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
77,Terrence Ross,ORL,41.2,1.9,33.7,2.6,87.0,1.0,1.9,0,-8.8,13.3,1.46,12.7,1.0,10.4,8.7,23.0,100.24,9.0,2818.0,112.0,14.7,22.6,17.1,9.9,27.2,0.075,57.1,24.8,7.8,16.8,12.4,77.5,22.5,58.7,41.3,1.5,37.8,36.6,1.9,67.0,14.0,0.3,74.9,8.3,1.2,45.2,0.3,87.5,71.1,0.8,20.9,0.2,4.3,5.3,4.3,40.0,0.0,31.9,14.4,0.5,0.3,0.0,0.0,128.0,16.0,0.0,0.0,4.0,0.0,20.2,0.3,11.6,2.8,0.7,29.1,4.69,3.85,27.6,1.78,0.417,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Kelly Oubre Jr.,GSW,43.9,1.6,31.6,2.2,69.5,1.0,2.2,0,-4.6,6.7,1.04,7.8,4.6,13.5,7.4,21.5,104.57,9.0,3667.0,109.8,20.0,20.2,22.8,11.6,30.1,0.099,60.6,3.8,15.8,14.5,15.2,94.4,5.6,75.2,24.8,1.5,33.3,33.5,3.5,55.4,19.0,0.7,68.8,5.9,1.2,41.5,0.7,69.6,67.0,0.9,19.2,0.2,3.8,7.3,10.7,70.7,0.1,43.6,6.7,3.0,1.3,0.3,79.2,101.8,13.3,0.1,3.6,4.2,7.2,22.3,0.3,6.0,0.7,0.2,25.0,4.61,4.13,26.3,1.41,0.397,0.738,0.467,0.1,0.0,25.0,33.3,0.0,6.7,0.0,6.7,6.7
79,Dennis Schroder,LAL,43.7,1.2,33.5,3.4,84.8,1.1,2.6,0,2.2,26.2,2.15,25.4,1.6,9.3,11.8,22.7,99.67,9.7,4059.0,108.6,13.1,22.8,6.2,10.8,33.6,0.114,72.1,15.5,7.4,21.9,12.1,88.7,11.3,44.0,56.0,1.0,37.4,36.3,2.8,75.6,11.6,0.6,65.6,9.4,2.6,49.5,1.7,87.2,53.3,5.7,42.9,1.3,10.1,6.8,7.3,36.7,0.1,33.0,14.7,0.5,0.1,0.0,0.0,37.5,62.5,0.1,21.9,6.3,0.0,58.9,1.4,9.8,1.5,0.1,20.0,4.58,4.02,31.5,4.01,0.197,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
80,Derrick White,SAS,41.1,2.3,34.6,2.7,85.1,0.7,2.5,0,5.1,16.8,2.82,18.9,1.2,8.6,6.7,22.3,99.29,9.0,2192.0,108.8,12.8,16.1,26.5,8.7,29.9,0.102,46.4,4.3,9.8,17.5,14.8,86.9,13.1,65.6,34.4,1.9,37.0,37.0,3.3,54.2,22.3,0.5,64.4,7.5,2.0,47.7,1.0,82.2,53.0,4.3,43.4,1.2,11.8,5.1,6.5,23.1,0.1,21.7,16.4,0.6,0.2,0.1,100.0,104.8,47.6,0.1,14.3,4.8,9.5,29.7,0.4,11.9,0.9,0.4,26.3,4.57,3.83,23.8,3.52,0.333,0.5,0.0,0.0,0.0,0.0,100.0,0.1,66.7,0.0,0.0,0.0
81,Gary Trent Jr.,TOR,40.8,2.8,38.5,1.4,78.3,1.0,1.6,0,-1.8,6.7,1.86,8.4,1.4,6.9,4.5,20.4,99.82,7.1,3752.0,115.7,10.4,20.3,5.2,8.7,32.1,0.045,45.4,13.3,15.9,9.4,15.8,80.6,19.4,65.0,35.0,1.7,39.8,40.3,1.3,73.0,16.0,0.3,71.0,8.2,1.1,44.2,0.5,75.0,75.1,0.7,19.0,0.3,8.3,4.4,8.8,48.1,0.0,50.0,14.1,0.4,0.1,0.1,75.0,69.2,30.8,0.0,3.8,0.0,7.7,17.9,0.2,7.7,2.5,1.1,35.5,4.11,3.92,22.9,2.22,0.458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Clint Capela,ATL,59.4,0.0,0.0,2.1,57.3,0.7,2.3,1,6.6,3.9,0.67,5.3,15.5,30.1,8.0,19.3,99.41,15.8,3927.0,108.2,41.9,16.7,58.1,9.4,30.2,0.11,100.0,0.2,8.7,13.6,12.1,0.0,0.0,66.8,33.2,0.0,0.0,0.0,7.7,52.8,34.7,1.4,71.3,4.7,0.1,36.8,0.0,33.3,51.6,0.1,12.9,0.0,3.2,0.0,9.7,76.1,0.1,55.0,5.1,12.3,5.4,1.1,57.4,97.7,13.6,0.3,2.1,4.1,7.6,32.7,0.3,2.4,0.0,0.0,0.0,4.33,3.85,24.0,0.33,0.322,0.519,0.564,0.4,0.1,58.3,20.8,0.1,5.0,0.1,8.9,5.9
83,Tyler Herro,MIA,43.9,2.0,36.0,1.7,80.3,0.6,1.3,0,-2.9,18.4,1.82,17.9,1.5,14.4,9.8,22.5,98.46,10.8,3360.0,110.6,21.3,13.6,12.2,10.7,26.9,0.09,57.5,15.5,11.2,11.5,15.2,72.9,27.1,55.4,44.6,1.2,39.6,39.6,2.4,59.1,9.1,0.5,65.5,6.7,1.7,47.6,0.4,78.6,41.7,4.6,49.9,1.1,11.8,7.2,2.8,32.0,0.1,28.7,12.6,0.9,0.4,0.0,50.0,102.0,28.6,0.0,2.0,2.0,2.0,35.5,0.4,9.6,2.2,0.9,32.9,4.94,4.06,26.6,3.12,0.286,0.435,1.25,0.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0
84,Coby White,CHI,41.6,2.4,35.9,1.9,90.1,0.6,2.6,0,-2.7,21.8,2.1,22.7,1.3,11.6,10.8,21.9,101.62,8.8,4572.0,111.3,15.9,13.1,8.7,11.9,31.2,0.087,49.7,11.1,12.1,12.3,13.0,78.5,21.5,50.7,49.3,1.8,36.6,36.3,2.5,69.2,19.9,0.5,69.2,8.0,1.8,46.5,0.8,93.3,48.8,4.1,43.5,1.1,11.6,8.7,4.6,25.0,0.1,32.2,19.8,0.4,0.1,0.1,100.0,55.2,48.3,0.0,10.3,0.0,6.9,47.9,1.0,9.9,1.5,0.6,34.7,4.57,3.89,24.2,4.37,0.227,0.356,0.0,0.0,0.0,0.0,50.0,0.0,12.5,0.0,0.0,0.0
85,De'Andre Hunter,ATL,48.4,1.3,32.6,3.2,85.9,0.8,2.6,0,5.5,9.8,1.52,12.2,2.4,12.5,8.1,19.4,101.8,10.4,1440.0,105.9,17.8,21.3,16.7,9.2,28.8,0.131,61.7,14.5,7.3,21.3,13.1,90.3,9.7,70.0,30.0,1.3,37.8,34.7,2.8,62.5,24.7,0.7,62.4,6.2,1.6,50.7,1.2,90.0,69.2,2.1,33.6,0.8,12.6,4.9,10.5,41.2,0.1,35.4,11.4,1.3,0.5,0.3,100.0,100.0,25.8,0.0,3.2,9.7,9.7,23.7,0.1,8.1,1.3,0.2,26.3,4.51,3.78,26.0,1.49,0.389,1.375,0.794,0.4,0.3,87.5,14.7,0.1,5.9,0.2,14.7,11.8
86,Andre Drummond,LAL,49.3,0.0,0.0,2.7,60.0,1.4,3.2,0,-3.9,12.4,0.76,10.7,13.2,33.6,14.1,26.9,98.31,13.9,2540.0,111.4,47.2,28.8,45.4,10.0,27.1,0.072,98.6,0.0,7.4,17.9,16.7,0.0,0.0,57.1,42.9,0.0,4.5,0.0,5.5,61.8,35.8,0.7,77.2,4.1,0.8,39.8,0.3,58.3,64.9,0.3,12.2,0.1,3.1,9.2,9.2,72.9,0.1,52.7,4.3,10.0,3.7,0.9,58.3,83.7,16.5,0.3,3.0,5.9,7.6,34.8,0.3,5.9,0.2,0.0,0.0,3.98,3.79,30.0,0.89,0.282,0.466,0.49,1.2,0.6,56.5,30.3,0.4,5.8,0.6,9.9,7.8
87,Devonte' Graham,CHA,37.7,3.3,37.5,2.4,84.2,0.9,1.4,0,2.1,27.2,3.51,26.4,1.3,7.5,7.5,21.1,99.34,10.3,3444.0,107.1,11.2,18.8,4.1,9.7,28.8,0.119,28.7,8.6,10.4,16.3,15.7,77.1,22.9,66.3,33.7,2.3,42.4,42.3,1.9,71.6,12.7,0.4,61.2,9.1,0.5,29.9,0.9,85.7,33.0,2.9,52.9,0.8,14.4,6.5,9.2,18.2,0.1,37.9,18.0,0.3,0.1,0.0,0.0,35.3,52.9,0.0,0.0,5.9,0.0,53.3,0.7,10.1,1.7,1.0,29.4,4.58,3.7,31.9,3.85,0.21,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Derrick Rose,NYK,47.0,1.0,38.8,2.2,86.6,1.0,1.1,0,4.9,27.6,2.68,21.9,1.5,8.1,8.2,25.2,98.32,13.3,2622.0,105.0,12.0,25.7,13.4,8.0,23.2,0.119,78.9,18.0,8.7,15.0,12.1,86.0,14.0,33.8,66.2,0.7,39.1,41.3,1.4,65.2,10.9,0.3,66.7,11.6,2.9,49.7,1.2,86.6,59.9,4.7,39.8,1.0,8.4,3.5,5.6,25.0,0.0,37.0,10.9,0.8,0.2,0.1,100.0,68.4,47.4,0.1,10.5,5.3,7.9,40.6,0.5,10.3,2.4,0.3,33.3,4.47,3.83,20.0,4.87,0.256,0.414,0.667,0.0,0.0,100.0,50.0,0.0,16.7,0.0,0.0,16.7
89,Lonzo Ball,NOP,41.4,3.1,37.8,0.9,78.1,1.5,1.9,1,0.5,24.6,2.57,27.1,1.8,12.9,10.5,20.2,100.81,10.5,3683.0,113.7,17.8,30.7,20.1,11.7,30.4,0.064,35.0,7.2,16.3,6.3,13.8,83.7,16.3,66.6,33.4,2.4,40.6,40.2,2.3,66.4,17.0,0.5,72.8,7.1,0.7,37.9,0.2,72.2,33.7,2.4,48.2,0.5,9.8,8.3,3.6,45.5,0.1,37.1,12.0,0.8,0.3,0.0,66.7,77.3,34.1,0.1,6.8,2.3,4.5,59.3,0.5,9.7,1.5,0.7,31.3,4.75,3.85,31.6,2.62,0.19,0.633,0.0,0.0,0.0,0.0,83.3,0.0,8.3,0.0,8.3,0.0
90,Kendrick Nunn,MIA,48.5,2.2,38.1,1.0,93.3,0.9,1.9,0,-0.4,14.0,1.85,16.2,1.3,9.6,8.8,20.5,97.49,9.5,3355.0,111.6,13.7,18.4,10.9,10.1,25.0,0.078,51.4,9.8,14.0,6.8,18.9,85.2,14.8,60.5,39.5,1.8,41.6,42.1,2.6,71.0,16.5,0.6,65.6,8.4,1.5,53.1,0.4,92.0,58.3,2.3,39.3,0.5,8.7,6.9,3.6,19.0,0.1,37.5,14.9,1.1,0.5,0.0,0.0,103.3,23.3,0.0,3.3,10.0,0.0,29.9,0.4,8.8,1.3,0.4,26.5,4.58,3.74,22.3,3.04,0.323,0.933,0.333,0.0,0.0,0.0,50.0,0.0,33.3,0.0,0.0,0.0
91,Deandre Ayton,PHX,62.6,0.1,20.0,1.9,76.9,0.6,2.8,0,6.3,6.6,0.96,10.3,11.7,23.6,10.7,17.9,98.05,13.0,4320.0,110.8,34.0,13.1,39.1,10.0,30.0,0.088,97.1,8.0,5.4,13.3,13.2,100.0,0.0,71.6,28.4,0.6,39.8,22.2,5.0,58.0,35.1,1.0,73.9,4.3,0.1,66.7,0.1,100.0,106.7,0.0,13.3,0.0,6.7,13.3,13.3,71.5,0.1,53.8,5.5,11.7,4.8,1.2,81.0,93.9,24.1,0.5,4.6,5.4,6.2,33.2,0.2,4.3,0.2,0.0,0.0,4.21,3.65,26.8,0.44,0.312,0.534,0.633,1.3,0.3,95.0,29.4,0.2,4.0,0.3,6.1,3.1
92,Jaren Jackson Jr.,MEM,42.4,1.5,28.3,3.2,83.3,1.1,3.8,0,-10.5,7.4,0.8,7.1,6.0,16.4,8.8,25.2,101.41,9.7,543.0,118.0,24.7,35.3,39.1,9.6,22.5,0.018,52.0,1.3,12.0,22.1,8.9,100.0,0.0,77.4,22.6,1.5,30.4,30.9,5.1,55.4,35.6,0.5,60.8,5.6,0.8,50.0,0.7,66.7,87.5,0.4,12.5,0.2,6.3,12.5,18.8,58.8,0.2,45.9,7.6,3.3,1.6,0.9,100.0,130.6,16.7,0.2,5.6,0.0,13.9,22.4,0.2,4.9,0.0,0.0,0.0,4.6,3.82,22.5,0.79,0.382,0.55,0.667,0.5,0.2,100.0,22.2,0.3,16.7,0.1,5.6,5.6
93,Thomas Bryant,WAS,64.8,0.9,42.9,1.6,66.7,0.4,3.1,0,-2.1,7.9,1.36,12.1,6.3,16.3,8.9,16.3,107.31,11.1,605.0,115.7,23.0,9.1,33.3,10.2,27.0,0.04,76.9,2.8,10.5,11.2,21.7,100.0,0.0,76.3,23.7,1.0,33.3,42.9,4.7,72.3,30.2,1.2,59.7,4.3,0.1,100.0,0.0,0.0,100.0,0.1,50.0,0.1,50.0,0.0,0.0,55.6,0.1,42.9,5.9,6.6,3.7,0.8,80.0,131.8,13.6,0.2,3.0,1.5,7.6,35.1,0.1,4.3,0.2,0.0,0.0,4.55,3.82,30.7,0.29,0.31,0.615,1.0,0.4,0.0,0.0,37.5,0.0,0.0,0.1,12.5,0.0
94,Rudy Gobert,UTA,67.5,0.0,0.0,3.3,62.3,0.6,2.3,0,15.9,5.9,0.75,9.4,11.0,28.8,12.4,16.6,101.32,16.5,4613.0,100.9,40.4,13.7,74.8,10.8,28.7,0.181,99.3,0.2,4.7,23.0,9.0,0.0,0.0,76.7,23.3,0.0,22.2,0.0,7.7,50.1,25.4,1.5,70.5,3.8,0.1,43.8,0.0,30.0,50.0,0.0,8.8,0.0,2.9,20.6,14.7,71.3,0.1,44.8,4.8,10.6,4.6,1.8,59.9,106.7,15.2,0.3,2.8,6.1,13.5,23.4,0.2,5.4,0.0,0.0,0.0,4.37,3.78,23.9,0.33,0.394,0.744,0.358,0.1,0.1,75.0,34.0,0.0,1.9,0.1,7.5,7.5
95,Ben Simmons,PHI,55.7,0.1,30.0,3.0,61.3,1.6,2.9,4,8.0,30.8,2.32,31.2,5.1,16.6,13.5,20.0,101.44,12.8,3973.0,106.0,23.2,24.9,15.1,11.3,31.6,0.14,98.3,1.7,22.9,21.2,19.1,100.0,0.0,41.2,58.8,0.1,50.0,33.3,2.2,64.8,17.0,0.4,82.0,7.5,1.9,52.4,1.0,59.0,48.1,4.7,46.2,1.0,9.5,7.3,8.5,55.9,0.1,45.1,6.8,3.9,1.3,0.1,50.0,72.1,31.4,0.3,7.1,5.8,1.8,64.1,0.6,10.8,0.2,0.0,25.0,4.47,3.77,27.1,3.24,0.174,0.471,0.472,0.6,0.2,75.0,49.7,0.4,14.9,0.1,5.0,3.7
96,Richaun Holmes,SAC,63.7,0.0,18.2,2.2,79.4,0.6,3.5,0,0.3,8.2,1.35,12.3,8.1,19.6,9.1,17.3,100.46,12.2,3728.0,114.6,29.2,15.1,48.2,9.5,32.0,0.051,98.1,10.1,5.6,15.5,11.7,100.0,0.0,81.7,18.3,1.8,58.8,20.0,6.9,51.4,38.9,1.4,63.7,4.4,0.5,66.0,0.4,78.6,113.0,0.2,14.3,0.0,2.6,6.5,18.2,63.9,0.1,43.8,5.4,7.9,3.4,0.9,82.8,98.3,21.0,0.4,5.6,5.4,6.5,29.7,0.1,5.6,0.1,0.0,0.0,4.18,3.75,26.0,0.54,0.341,0.855,0.66,0.2,0.1,100.0,32.0,0.0,6.0,0.1,8.0,6.0
97,Al Horford,BOS,45.0,2.0,36.8,0.6,81.8,0.9,1.7,0,-6.9,20.6,3.24,19.2,3.4,19.5,5.9,22.1,100.3,13.1,1639.0,109.1,26.9,21.2,36.1,9.0,26.9,0.095,57.8,12.1,2.5,4.5,12.8,92.9,7.1,69.1,30.9,2.0,36.1,36.6,4.2,60.7,35.8,0.6,70.0,5.6,0.8,59.5,0.0,0.0,83.6,0.6,30.9,0.1,5.5,0.0,0.0,44.8,0.0,37.7,7.9,3.5,1.2,0.1,100.0,75.3,33.0,0.2,5.2,3.1,2.1,38.5,0.1,8.7,0.5,0.0,16.7,4.2,3.57,38.5,0.73,0.265,0.4,0.55,1.0,0.0,0.0,29.4,0.3,7.3,0.2,5.5,0.0
98,Marvin Bagley III,SAC,50.4,0.9,34.3,1.8,57.5,0.5,2.3,0,-3.7,5.7,0.73,6.6,9.2,18.8,9.0,22.9,101.26,9.9,2345.0,116.5,27.9,13.0,20.8,8.8,28.4,0.032,78.0,2.6,10.2,12.6,11.8,91.9,8.1,66.8,33.2,0.8,33.6,33.3,3.8,69.1,27.8,0.4,73.9,5.3,0.7,40.6,0.3,54.2,62.7,0.4,14.5,0.1,3.6,10.0,10.9,66.0,0.0,51.5,5.3,5.8,2.9,0.7,59.2,110.0,10.8,0.1,1.6,3.2,9.6,23.7,0.1,4.2,0.2,0.1,55.6,4.76,4.17,21.8,0.78,0.371,0.892,0.627,0.7,0.3,78.6,24.5,0.0,1.8,0.3,10.9,6.4
99,Joe Harris,BKN,50.5,3.1,47.5,0.7,77.8,0.7,2.0,0,6.9,8.1,2.1,14.1,2.1,9.0,6.7,15.7,102.03,8.5,4569.0,110.6,13.0,15.7,6.1,9.9,31.1,0.092,37.2,4.9,11.5,5.0,13.4,100.0,0.0,90.8,9.2,2.8,52.0,51.5,3.1,69.8,23.4,0.6,60.3,8.1,0.8,47.1,0.2,63.2,45.6,1.8,43.1,0.4,10.7,7.1,3.6,51.2,0.1,42.6,11.5,0.9,0.4,0.1,75.0,96.9,26.6,0.0,1.6,3.1,6.3,25.0,0.3,7.5,0.9,0.4,31.5,4.82,3.75,24.9,0.81,0.377,1.083,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
100,Luguentz Dort,OKC,38.7,2.2,34.3,2.3,74.4,0.9,2.6,0,-7.2,9.0,1.11,10.1,2.3,9.2,9.0,21.8,101.09,6.2,3242.0,111.6,13.2,20.2,14.6,10.7,29.5,0.078,48.5,2.2,11.5,16.7,15.1,89.4,10.6,65.6,34.4,1.9,37.4,36.9,2.0,70.9,25.2,0.5,70.9,7.5,1.7,41.0,1.1,69.0,46.0,4.3,42.7,0.8,7.5,6.1,8.0,39.5,0.1,37.3,11.3,1.0,0.2,0.0,66.7,46.0,36.0,0.1,6.0,10.0,2.0,23.5,0.3,7.2,0.6,0.3,24.6,4.4,3.84,25.4,2.62,0.354,0.333,0.333,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
101,Rui Hachimura,WAS,47.8,0.8,32.8,2.2,77.0,0.8,2.1,0,-2.8,6.2,1.21,9.4,2.6,13.9,7.8,18.0,105.48,8.2,3950.0,112.4,19.6,15.7,4.9,11.3,32.2,0.077,78.9,17.0,17.5,15.7,17.7,100.0,0.0,77.7,22.3,1.3,39.3,33.3,3.0,64.7,18.3,0.7,74.9,5.6,1.0,42.6,0.3,72.7,63.1,0.8,22.0,0.1,3.7,7.5,5.1,59.2,0.1,34.0,7.9,3.8,1.4,0.6,79.5,92.2,23.7,0.2,4.6,5.0,9.6,32.2,0.4,4.5,1.1,0.0,0.0,4.71,3.97,22.9,0.92,0.298,0.797,0.455,0.4,0.2,65.0,39.4,0.2,7.6,0.3,11.4,7.6
102,Darius Bazley,OKC,39.6,1.5,29.0,2.3,70.2,0.5,1.1,0,-13.1,9.1,0.81,10.0,2.7,19.3,12.3,21.8,102.43,8.6,3659.0,113.8,27.3,11.6,19.8,12.1,32.2,0.063,58.6,4.2,10.9,16.6,15.0,83.1,16.9,60.1,39.9,1.1,28.8,28.1,4.1,66.5,24.3,0.7,73.2,4.7,1.7,42.2,1.1,72.1,54.5,2.6,30.4,0.5,5.9,9.9,9.1,54.9,0.1,34.5,6.8,1.8,0.7,0.2,60.0,85.6,22.7,0.1,5.2,3.1,7.2,36.3,0.4,5.0,0.7,0.5,32.5,4.69,3.9,26.6,1.89,0.256,0.611,0.455,0.0,0.0,50.0,45.5,0.0,18.2,0.0,0.0,9.1
103,Chris Boucher,TOR,51.4,1.5,38.3,2.5,78.8,0.6,2.8,0,3.8,6.8,1.37,8.4,7.8,19.2,6.1,20.2,100.04,13.2,3020.0,110.7,29.7,14.3,53.4,7.6,20.7,0.071,58.0,2.2,6.1,18.6,14.1,97.8,2.2,77.8,22.2,1.4,37.1,37.8,5.1,60.7,31.0,0.8,62.4,4.5,0.3,56.3,0.3,93.8,88.1,0.2,20.3,0.0,3.4,8.5,13.6,69.2,0.1,42.1,4.4,4.8,2.1,0.8,73.5,107.7,15.1,0.1,2.5,3.2,11.6,27.0,0.1,3.9,0.2,0.1,44.4,4.55,3.96,21.5,0.46,0.351,0.783,0.5,0.0,0.1,83.3,57.1,0.0,0.0,0.0,7.1,21.4
104,Lauri Markkanen,CHI,48.0,2.3,40.2,1.5,82.6,0.5,1.5,0,-2.8,5.1,0.87,6.9,2.7,17.3,7.9,19.7,100.78,11.0,2780.0,109.9,24.1,14.9,14.7,10.0,27.1,0.081,43.2,0.9,6.5,10.9,8.8,99.2,0.8,85.2,14.8,2.3,40.2,40.5,3.8,60.1,25.8,0.5,73.0,5.6,0.7,50.0,0.4,76.9,67.6,0.7,25.7,0.2,6.1,9.5,9.5,68.6,0.1,38.5,6.8,2.3,0.9,0.3,80.0,96.6,19.0,0.1,3.4,5.2,8.6,22.8,0.2,3.9,0.2,0.0,20.0,4.77,3.82,21.5,0.63,0.383,0.787,0.857,0.3,0.1,100.0,23.8,0.1,9.5,0.1,14.3,4.8
